TreatmentCode;Treatment;Nconc (%);Bio;Rep;Day_1;Day;Length;Leaves;SPAD;Dualex NBI;Dualex Chl;Dualex Flav;Dualex Anth;SFW;SDW;RFW;RDW;File;Date;Time;Leaf;Roi Mask;Roi.Xc;Roi.Yc;dFv/Fm;s.d.;F0;s.d.;Fj;s.d.;Fi;s.d.;Fm;s.d.;1-Fj/Fm;s.d.;1-Fi/Fm;s.d.;Fv/Fm;s.d.;IC-Area;s.d.;IC-Area/Fv;s.d.;PI;s.d.;Fv/fm I (px);Fv/fm I (%);Fv/fm II (px);Fv/fm II (%);Fv/fm III (px);Fv/fm III (%);Fv/fm IV (px);Fv/fm IV (%);Fv/fm V (px);Fv/fm V (%);dFq/Fm;s.d.;Fs';s.d.;Fm';s.d.;Fq'/Fm';s.d.;ETR;s.d.;Fq'/fm' I (px);Fq'/fm' I (%);Fq'/fm' II (px);Fq'/fm' II (%);Fq'/fm' III (px);Fq'/fm' III (%);Fq'/fm' IV (px);Fq'/fm' IV (%);Fq'/fm' V (px);Fq'/fm' V (%);Etr I (px);Etr I (%);Etr II (px);Etr II (%);Etr III (px);Etr III (%);Etr IV (px);Etr IV (%);Etr V (px);Etr V (%);dRfd;s.d.;RfdFm;s.d.;RfdFt;s.d.;Rfd;s.d.;Rfd I (px);Rfd I (%);Rfd II (px);Rfd II (%);Rfd III (px);Rfd III (%);Rfd IV (px);Rfd IV (%);Rfd V (px);Rfd V (%);NPQ;s.d.;Npq I (px);Npq I (%);Npq II (px);Npq II (%);Npq III (px);Npq III (%);Npq IV (px);Npq IV (%);Npq V (px);Npq V (%);Red;s.d.;Green;s.d.;Blue;s.d.;Hue;s.d.;Saturation;s.d.;Value;s.d.;RGB I (px);RGB I (%);RGB II (px);RGB II (%);RGB III (px);RGB III (%);RGB IV (px);RGB IV (%);RGB V (px);RGB V (%);Hue I (px);Hue I (%);Hue II (px);Hue II (%);Hue III (px);Hue III (%);Hue IV (px);Hue IV (%);Hue V (px);Hue V (%);SpcGrn;s.d.;FarRed;s.d.;Nir;s.d.;ChlIdx;s.d.;AriIdx;s.d.;NDVI;s.d.;ChlIdx I (px);ChlIdx I (%);ChlIdx II (px);ChlIdx II (%);ChlIdx III (px);ChlIdx III (%);ChlIdx IV (px);ChlIdx IV (%);ChlIdx V (px);ChlIdx V (%);AriIdx I (px);AriIdx I (%);AriIdx II (px);AriIdx II (%);AriIdx III (px);AriIdx III (%);AriIdx IV (px);AriIdx IV (%);AriIdx V (px);AriIdx V (%);NDVI I (px);NDVI I (%);NDVI II (px);NDVI II (%);NDVI III (px);NDVI III (%);NDVI IV (px);NDVI IV (%);NDVI V (px);NDVI V (%);dGfp;s.d.;Gfp;s.d.;Auto;s.d.;cGfp;s.d.;MaskGfp;nObjGfp;nObjSize;s.d.;Gfp I (px);Gfp I (%);Gfp II (px);Gfp II (%);Gfp III (px);Gfp III (%);Gfp IV (px);Gfp IV (%);Gfp V (px);Gfp V (%);dRfp;s.d.;Rfp;s.d.;MaskRfp;nObjRfp;nObjSize;s.d.;Rfp I (px);Rfp I (%);Rfp II (px);Rfp II (%);Rfp III (px);Rfp III (%);Rfp IV (px);Rfp IV (%);Rfp V (px);Rfp V (%);dChl;s.d.;Chl;s.d.;Chl I (px);Chl I (%);Chl II (px);Chl II (%);Chl III (px);Chl III (%);Chl IV (px);Chl IV (%);Chl V (px);Chl V (%)
90N_04;90N;90;0;4;14;Day 14;27.6;4;33.1;107.7;30.1;0.28;0.13;/;/;/;/;HDR_E5702P0031N0001.INF;20210411;10:41;4;36386;554;994;60;65;954;384;0;0;0;0;3682;1267;0;0;0;0;0.726;0.129;0;0;0;0;0;0;1207;3.3;2836;7.8;5633;15.5;10150;27.9;16376;45;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1577;349;2683;571;1050;264;101.6;13.2;0.603;0.1;0.041;0.009;23;0.1;0;0;24;0.1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3381;724;4642;1178;11172;2930;1.422;0.319;0.883;0.359;0.376;0.325;34894;95.9;1490;4.1;2;0;0;0;0;0;36315;99.8;71;0.2;0;0;0;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;38;60;2037;809;18866;51.8;17252;47.4;268;0.7;0;0;0;0
0N_04;0N;0;0;4;14;Day 14;29.6;4;24.9;21.5;23.5;1.09;0.18;/;/;/;/;HDR_E5702P0032N0001.INF;20210411;10:41;All;212954;726;1070;66;69;672;325;0;0;0;0;2619;914;0;0;0;0;0.739;0.115;0;0;0;0;0;0;4878;2.3;28933;13.6;32171;15.1;45221;21.2;98709;46.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2455;927;3091;1077;1583;557;89.3;50.3;0.516;0.103;0.05;0.015;344;0.2;0;0;24211;11.4;148;0.1;0;0;224;0.1;129;0.1;107;0.1;134;0.1;122;0.1;3552;1317;4830;1628;10484;2553;1.255;0.433;1.295;2.304;0.156;0.175;202618;95.1;10334;4.9;2;0;0;0;0;0;178156;83.7;13658;6.4;6190;2.9;4952;2.3;4861;2.3;5992160;100;544;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;37;59;1202;483;200954;94.4;11983;5.6;17;0;0;0;0;0
0N_04;0N;0;0;4;14;Day 14;29.6;4;24.9;21.5;23.5;1.09;0.18;/;/;/;/;HDR_E5702P0032N0001.INF;20210411;10:41;1;10908;1585;954;69;69;496;262;0;0;0;0;1436;564;0;0;0;0;0.64;0.19;0;0;0;0;0;0;1914;17.5;3279;30.1;1552;14.2;1320;12.1;2483;22.8;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2533;1023;2024;1074;1224;351;56.4;83.5;0.498;0.126;0.039;0.016;0;0;0;0;2;0;0;0;0;0;44;0.4;5;0;13;0.1;16;0.1;14;0.1;1957;1176;4514;1097;8633;1736;0.96;0.343;3.6;2.338;0.159;0.2;10904;100;4;0;0;0;0;0;0;0;3062;28.1;3481;31.9;2788;25.6;988;9.1;368;3.4;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;38;59;781;306;10908;100;0;0;0;0;0;0;0;0
0N_04;0N;0;0;4;14;Day 14;29.6;4;24.9;21.5;23.5;1.09;0.18;/;/;/;/;HDR_E5702P0032N0001.INF;20210411;10:41;2;43292;680;1281;67;68;756;291;0;0;0;0;2810;791;0;0;0;0;0.722;0.127;0;0;0;0;0;0;1146;2.6;6369;14.7;7713;17.8;9967;23;17344;40.1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1721;289;2525;440;1168;256;95.1;22.8;0.534;0.1;0.039;0.006;0;0;0;0;50;0.1;0;0;0;0;7;0;0;0;1;0;3;0;0;0;3045;610;3799;597;10009;1764;1.645;0.374;0.718;0.626;0.19;0.245;36563;84.5;6729;15.5;0;0;0;0;0;0;41240;95.3;2004;4.6;41;0.1;6;0;1;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;38;60;1424;376;41440;95.7;1852;4.3;0;0;0;0;0;0
0N_04;0N;0;0;4;14;Day 14;29.6;4;24.9;21.5;23.5;1.09;0.18;/;/;/;/;HDR_E5702P0032N0001.INF;20210411;10:41;3;78743;404;964;62;67;582;241;0;0;0;0;2441;474;0;0;0;0;0.76;0.098;0;0;0;0;0;0;592;0.8;8680;11;10270;13;15619;19.8;42797;54.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2627;529;3705;500;1881;339;94.5;16.7;0.492;0.077;0.057;0.008;31;0;0;0;20280;25.8;3;0;0;0;3;0;0;0;0;0;1;0;0;0;4355;608;4767;711;10064;1262;1.135;0.287;0.258;0.395;0.219;0.238;78540;99.7;203;0.3;0;0;0;0;0;0;78596;99.8;147;0.2;0;0;0;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;35;58;1032;262;78685;99.9;58;0.1;0;0;0;0;0;0
0N_04;0N;0;0;4;14;Day 14;29.6;4;24.9;21.5;23.5;1.09;0.18;/;/;/;/;HDR_E5702P0032N0001.INF;20210411;10:41;4;22007;512;1130;68;69;806;309;0;0;0;0;3301;816;0;0;0;0;0.756;0.079;0;0;0;0;0;0;70;0.3;1580;7.2;3060;13.9;5368;24.4;11793;53.6;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2139;409;3197;571;1368;317;95.1;13.8;0.567;0.098;0.049;0.009;19;0.1;0;0;1865;8.5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3816;691;4488;920;10709;2232;1.406;0.3;0.432;0.328;0.245;0.268;21309;96.8;698;3.2;0;0;0;0;0;0;22004;100;3;0;0;0;0;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;37;59;1424;436;19706;89.5;2301;10.5;0;0;0;0;0;0
90N_03;90N;90;0;3;21;Day 21;19;5;40.6;116.1;34.9;0.3;0.12;/;/;/;/;HDR_E5703P0001N0001.INF;20210411;10:41;All;266695;753;1253;27;44;788;410;0;0;0;0;2746;1265;0;0;0;0;0.698;0.145;0;0;0;0;0;0;15766;5.9;51557;19.3;47789;17.9;57974;21.7;90957;34.1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1601;798;2358;1096;1220;514;103;29.8;0.484;0.118;0.037;0.017;1412;0.5;3;0;12248;4.6;14;0;3;0;72;0;2;0;11;0;12;0;15;0;2912;1321;3897;1789;10950;3462;2.029;0.715;1.117;1.478;0.178;0.182;135148;50.7;130098;48.8;1441;0.5;8;0;0;0;241201;90.4;11042;4.1;6849;2.6;4653;1.7;1608;0.6;5992200;100;504;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;39;59;1209;587;233814;87.7;32881;12.3;0;0;0;0;0;0
90N_03;90N;90;0;3;21;Day 21;19;5;40.6;116.1;34.9;0.3;0.12;/;/;/;/;HDR_E5703P0001N0001.INF;20210411;10:41;1;6118;1722;1095;28;44;509;267;0;0;0;0;2062;749;0;0;0;0;0.748;0.129;0;0;0;0;0;0;211;3.4;796;13;725;11.9;1171;19.1;3065;50.1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1269;546;1732;583;1109;373;110.6;38.4;0.388;0.115;0.027;0.009;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2011;616;2753;872;7764;1776;1.963;0.698;1.069;0.765;0.162;0.173;2975;48.6;3137;51.3;6;0.1;0;0;0;0;5575;91.1;490;8;47;0.8;6;0.1;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;40;60;771;320;6118;100;0;0;0;0;0;0;0;0
90N_03;90N;90;0;3;21;Day 21;19;5;40.6;116.1;34.9;0.3;0.12;/;/;/;/;HDR_E5703P0001N0001.INF;20210411;10:41;2;35559;1131;1555;28;44;825;297;0;0;0;0;2731;728;0;0;0;0;0.69;0.115;0;0;0;0;0;0;1560;4.4;8707;24.5;7425;20.9;7882;22.2;9869;27.8;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1200;309;1860;378;1095;265;114.5;25.4;0.433;0.095;0.028;0.006;0;0;0;0;5;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;2319;425;2784;537;9618;1821;2.498;0.563;0.712;0.473;0.216;0.25;5535;15.6;29870;84;154;0.4;0;0;0;0;35191;99;368;1;0;0;0;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;40;60;1189;355;35270;99.2;289;0.8;0;0;0;0;0;0
90N_03;90N;90;0;3;21;Day 21;19;5;40.6;116.1;34.9;0.3;0.12;/;/;/;/;HDR_E5703P0001N0001.INF;20210411;10:41;3;64712;431;810;26;43;509;247;0;0;0;0;1660;698;0;0;0;0;0.648;0.226;0;0;0;0;0;0;11285;17.4;13113;20.3;7940;12.3;8937;13.8;22242;34.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1146;398;1763;425;985;348;109.6;19.3;0.462;0.113;0.027;0.007;0;0;0;0;3;0;0;0;0;0;4;0;0;0;0;0;0;0;1;0;2219;465;2728;586;9011;1784;2.365;0.604;0.792;0.534;0.163;0.19;16226;25.1;48228;74.5;258;0.4;0;0;0;0;63137;97.6;1571;2.4;4;0;0;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;36;57;767;263;64712;100;0;0;0;0;0;0;0;0
90N_03;90N;90;0;3;21;Day 21;19;5;40.6;116.1;34.9;0.3;0.12;/;/;/;/;HDR_E5703P0001N0001.INF;20210411;10:41;4;39668;549;1627;27;43;705;263;0;0;0;0;2674;635;0;0;0;0;0.734;0.095;0;0;0;0;0;0;472;1.2;5911;14.9;6702;16.9;9059;22.8;17315;43.6;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1151;373;1802;463;998;329;110.9;19.1;0.466;0.111;0.028;0.007;0;0;3;0;2;0;0;0;3;0;4;0;0;0;0;0;0;0;0;0;2347;547;2933;662;9823;1803;2.443;0.678;0.927;0.693;0.183;0.212;10211;25.7;28712;72.4;743;1.9;2;0;0;0;36680;92.5;2901;7.3;84;0.2;3;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;38;58;1065;311;39581;99.8;87;0.2;0;0;0;0;0;0
90N_03;90N;90;0;3;21;Day 21;19;5;40.6;116.1;34.9;0.3;0.12;/;/;/;/;HDR_E5703P0001N0001.INF;20210411;10:41;5;55153;372;1332;27;43;878;423;0;0;0;0;2870;1045;0;0;0;0;0.697;0.106;0;0;0;0;0;0;1584;2.9;15081;27.3;11945;21.7;11182;20.3;14877;27;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1901;676;3047;983;1346;458;102.2;17;0.551;0.108;0.047;0.015;641;1.2;0;0;2649;4.8;0;0;0;0;2;0;0;0;1;0;0;0;0;0;3888;1218;4884;1538;11794;2904;1.514;0.468;0.667;0.435;0.424;0.3;46867;85;8279;15;7;0;0;0;0;0;54456;98.7;694;1.3;3;0;0;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;38;59;1417;628;43197;78.3;11956;21.7;0;0;0;0;0;0
90N_01;90N;90;0;1;21;Day 21;54.1;5;29.4;44;24.3;0.55;0.17;/;/;/;/;HDR_E5703P0002N0001.INF;20210411;10:41;All;183174;856;1098;62;66;865;431;0;0;0;0;3026;1237;0;0;0;0;0.715;0.106;0;0;0;0;0;0;4181;2.3;35440;19.3;38164;20.8;43379;23.7;59432;32.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2335;1127;2978;1406;1607;671;91.9;43.3;0.475;0.11;0.048;0.021;2757;1.5;2;0;15857;8.7;112;0.1;2;0;119;0.1;16;0;25;0;35;0;37;0;3535;1711;5238;2340;12703;4354;1.571;0.522;1.545;2.149;0.139;0.153;146312;79.9;36804;20.1;58;0;0;0;0;0;147874;80.7;11601;6.3;11736;6.4;6635;3.6;2315;1.3;5991736;100;968;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;41;61;1397;648;150486;82.2;32688;17.8;0;0;0;0;0;0
90N_01;90N;90;0;1;21;Day 21;54.1;5;29.4;44;24.3;0.55;0.17;/;/;/;/;HDR_E5703P0002N0001.INF;20210411;10:41;1;11451;1694;1235;64;66;620;316;0;0;0;0;2173;808;0;0;0;0;0.714;0.124;0;0;0;0;0;0;427;3.7;2505;21.9;2036;17.8;2190;19.1;4050;35.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1501;416;2047;525;1305;289;108.7;35.6;0.379;0.105;0.032;0.008;0;0;0;0;47;0.4;0;0;0;0;4;0;0;0;0;0;0;0;0;0;2501;709;3284;801;8885;1998;1.742;0.414;0.98;1.082;0.252;0.249;8508;74.3;2942;25.7;1;0;0;0;0;0;10513;91.8;510;4.5;325;2.8;93;0.8;10;0.1;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;41;61;971;406;11393;99.5;58;0.5;0;0;0;0;0;0
90N_01;90N;90;0;1;21;Day 21;54.1;5;29.4;44;24.3;0.55;0.17;/;/;/;/;HDR_E5703P0002N0001.INF;20210411;10:41;2;45920;828;928;63;66;878;305;0;0;0;0;2977;730;0;0;0;0;0.703;0.096;0;0;0;0;0;0;854;1.9;9967;21.7;10587;23.1;11342;24.7;12873;28;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1664;280;2468;375;1381;261;105.7;15.9;0.442;0.085;0.038;0.006;0;0;0;0;33;0.1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3070;441;3732;552;10601;1712;1.854;0.365;0.622;0.342;0.248;0.254;30293;66;15626;34;1;0;0;0;0;0;45895;99.9;25;0.1;0;0;0;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;41;61;1348;372;44956;97.9;964;2.1;0;0;0;0;0;0
90N_01;90N;90;0;1;21;Day 21;54.1;5;29.4;44;24.3;0.55;0.17;/;/;/;/;HDR_E5703P0002N0001.INF;20210411;10:41;3;22198;362;1361;56;63;573;354;0;0;0;0;2006;882;0;0;0;0;0.718;0.143;0;0;0;0;0;0;1189;5.4;5010;22.6;3582;16.1;3726;16.8;7843;35.3;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1389;525;2043;620;1131;431;104.3;20.5;0.46;0.107;0.031;0.009;0;0;0;0;35;0.2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2612;716;3288;1070;9415;2317;1.983;0.597;0.725;0.495;0.172;0.183;12398;55.9;9752;43.9;48;0.2;0;0;0;0;21887;98.6;310;1.4;1;0;0;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;35;57;949;531;21122;95.2;1076;4.8;0;0;0;0;0;0
90N_01;90N;90;0;1;21;Day 21;54.1;5;29.4;44;24.3;0.55;0.17;/;/;/;/;HDR_E5703P0002N0001.INF;20210411;10:41;4;11640;233;995;53;62;475;249;0;0;0;0;1919;619;0;0;0;0;0.746;0.137;0;0;0;0;0;0;445;3.8;1795;15.4;1512;13;1825;15.7;5677;48.8;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2274;519;3275;706;1777;412;100.8;11.7;0.457;0.074;0.05;0.011;0;0;0;0;1964;16.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4070;883;4389;860;10641;1928;1.452;0.321;0.254;0.283;0.232;0.216;11029;94.8;611;5.2;0;0;0;0;0;0;11634;99.9;6;0.1;0;0;0;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;33;56;808;281;11640;100;0;0;0;0;0;0;0;0
