TreatmentCode;Treatment;Nconc (%);Bio;Rep;Day_1;Day;Length;Leaves;SPAD;Dualex NBI;Dualex Chl;Dualex Flav;Dualex Anth;SFW;SDW;RFW;RDW;File;Date;Time;Leaf;Roi Mask;Roi.Xc;Roi.Yc;dFv/Fm;s.d.;F0;s.d.;Fj;s.d.;Fi;s.d.;Fm;s.d.;1-Fj/Fm;s.d.;1-Fi/Fm;s.d.;Fv/Fm;s.d.;IC-Area;s.d.;IC-Area/Fv;s.d.;PI;s.d.;Fv/fm I (px);Fv/fm I (%);Fv/fm II (px);Fv/fm II (%);Fv/fm III (px);Fv/fm III (%);Fv/fm IV (px);Fv/fm IV (%);Fv/fm V (px);Fv/fm V (%);dFq/Fm;s.d.;Fs';s.d.;Fm';s.d.;Fq'/Fm';s.d.;ETR;s.d.;Fq'/fm' I (px);Fq'/fm' I (%);Fq'/fm' II (px);Fq'/fm' II (%);Fq'/fm' III (px);Fq'/fm' III (%);Fq'/fm' IV (px);Fq'/fm' IV (%);Fq'/fm' V (px);Fq'/fm' V (%);Etr I (px);Etr I (%);Etr II (px);Etr II (%);Etr III (px);Etr III (%);Etr IV (px);Etr IV (%);Etr V (px);Etr V (%);dRfd;s.d.;RfdFm;s.d.;RfdFt;s.d.;Rfd;s.d.;Rfd I (px);Rfd I (%);Rfd II (px);Rfd II (%);Rfd III (px);Rfd III (%);Rfd IV (px);Rfd IV (%);Rfd V (px);Rfd V (%);NPQ;s.d.;Npq I (px);Npq I (%);Npq II (px);Npq II (%);Npq III (px);Npq III (%);Npq IV (px);Npq IV (%);Npq V (px);Npq V (%);Red;s.d.;Green;s.d.;Blue;s.d.;Hue;s.d.;Saturation;s.d.;Value;s.d.;RGB I (px);RGB I (%);RGB II (px);RGB II (%);RGB III (px);RGB III (%);RGB IV (px);RGB IV (%);RGB V (px);RGB V (%);Hue I (px);Hue I (%);Hue II (px);Hue II (%);Hue III (px);Hue III (%);Hue IV (px);Hue IV (%);Hue V (px);Hue V (%);SpcGrn;s.d.;FarRed;s.d.;Nir;s.d.;ChlIdx;s.d.;AriIdx;s.d.;NDVI;s.d.;ChlIdx I (px);ChlIdx I (%);ChlIdx II (px);ChlIdx II (%);ChlIdx III (px);ChlIdx III (%);ChlIdx IV (px);ChlIdx IV (%);ChlIdx V (px);ChlIdx V (%);AriIdx I (px);AriIdx I (%);AriIdx II (px);AriIdx II (%);AriIdx III (px);AriIdx III (%);AriIdx IV (px);AriIdx IV (%);AriIdx V (px);AriIdx V (%);NDVI I (px);NDVI I (%);NDVI II (px);NDVI II (%);NDVI III (px);NDVI III (%);NDVI IV (px);NDVI IV (%);NDVI V (px);NDVI V (%);dGfp;s.d.;Gfp;s.d.;Auto;s.d.;cGfp;s.d.;MaskGfp;nObjGfp;nObjSize;s.d.;Gfp I (px);Gfp I (%);Gfp II (px);Gfp II (%);Gfp III (px);Gfp III (%);Gfp IV (px);Gfp IV (%);Gfp V (px);Gfp V (%);dRfp;s.d.;Rfp;s.d.;MaskRfp;nObjRfp;nObjSize;s.d.;Rfp I (px);Rfp I (%);Rfp II (px);Rfp II (%);Rfp III (px);Rfp III (%);Rfp IV (px);Rfp IV (%);Rfp V (px);Rfp V (%);dChl;s.d.;Chl;s.d.;Chl I (px);Chl I (%);Chl II (px);Chl II (%);Chl III (px);Chl III (%);Chl IV (px);Chl IV (%);Chl V (px);Chl V (%)
50N_04;50N;50;0;4;14;Day 14;30.5;4;32.4;70.1;29.5;0.42;0.14;/;/;/;/;HDR_E5702P0028N0001.INF;20210309;11:54;1;11751;1551;1045;65;67;610;299;0;0;0;0;2579;872;0;0;0;0;0.763;0.103;0;0;0;0;0;0;22;0.2;23;0.2;82;0.7;866;7.4;6732;57.3;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1465;376;2070;536;1364;316;116.1;26.2;0.359;0.104;0.032;0.008;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2445;641;2951;745;8798;2115;2.023;0.462;0.648;0.436;0.184;0.239;5636;48;6110;52;5;0;0;0;0;0;11656;99.2;94;0.8;0;0;1;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;40;61;1105;479;11176;95.1;575;4.9;0;0;0;0;0;0
50N_04;50N;50;0;4;14;Day 14;30.5;4;32.4;70.1;29.5;0.42;0.14;/;/;/;/;HDR_E5702P0028N0001.INF;20210309;11:54;2;65021;826;675;65;67;763;342;0;0;0;0;3072;842;0;0;0;0;0.75;0.104;0;0;0;0;0;0;152;0.2;104;0.2;612;0.9;6578;10.1;37782;58.1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1224;430;1984;503;1062;390;111.8;18.4;0.486;0.107;0.03;0.008;0;0;0;0;8;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2508;583;3019;728;10279;1946;2.497;0.63;0.726;0.489;0.223;0.288;12482;19.2;51703;79.5;834;1.3;2;0;0;0;64169;98.7;841;1.3;10;0;1;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;39;60;1360;477;57812;88.9;7209;11.1;0;0;0;0;0;0
50N_04;50N;50;0;4;14;Day 14;30.5;4;32.4;70.1;29.5;0.42;0.14;/;/;/;/;HDR_E5702P0028N0001.INF;20210309;11:54;3;50285;386;1076;56;64;727;317;0;0;0;0;1869;567;0;0;0;0;0.603;0.161;0;0;0;0;0;0;829;1.6;1307;2.6;7148;14.2;20018;39.8;16399;32.6;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1202;356;1987;446;958;295;107.3;15.8;0.525;0.106;0.03;0.007;0;0;0;0;51;0.1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;2503;527;3035;673;9321;1749;2.13;0.528;0.682;0.458;0.198;0.263;19695;39.2;30545;60.7;45;0.1;0;0;0;0;49867;99.2;414;0.8;4;0;0;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;33;56;1131;386;49844;99.1;441;0.9;0;0;0;0;0;0
50N_04;50N;50;0;4;14;Day 14;30.5;4;32.4;70.1;29.5;0.42;0.14;/;/;/;/;HDR_E5702P0028N0001.INF;20210309;11:54;4;51242;525;908;63;67;915;418;0;0;0;0;2499;1057;0;0;0;0;0.62;0.148;0;0;0;0;0;0;1055;2.1;778;1.5;3980;7.8;20878;40.7;21239;41.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1674;500;2738;802;1236;320;104.3;14.1;0.538;0.097;0.042;0.012;592;1.2;0;0;958;1.9;2;0;0;0;3;0;0;0;0;0;1;0;0;0;3408;997;4184;1313;11056;3278;1.677;0.352;0.604;0.347;0.461;0.311;42894;83.7;8346;16.3;2;0;0;0;0;0;51116;99.8;113;0.2;10;0;3;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;37;59;1533;651;40682;79.4;10466;20.4;94;0.2;0;0;0;0
90N_03;90N;90;0;3;14;Day 14;22.9;4;41.5;107.6;39.7;0.37;0.1;/;/;/;/;HDR_E5702P0029N0001.INF;20210411;10:40;All;183592;939;1199;62;66;784;348;0;0;0;0;3152;1008;0;0;0;0;0.748;0.102;0;0;0;0;0;0;2699;1.5;19365;10.5;24919;13.6;40177;21.9;94559;51.5;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1341;676;1971;781;1108;430;107.9;29.7;0.46;0.106;0.031;0.012;53;0;1;0;4660;2.5;32;0;1;0;47;0;1;0;5;0;1;0;5;0;2406;882;3283;1402;11007;2989;2.559;0.766;1.284;1.435;0.14;0.174;43435;23.7;135696;73.9;4448;2.4;12;0;0;0;160493;87.4;13640;7.4;5070;2.8;2308;1.3;1023;0.6;5992138;100;566;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;39;60;1346;484;168036;91.5;15556;8.5;0;0;0;0;0;0
90N_03;90N;90;0;3;14;Day 14;22.9;4;41.5;107.6;39.7;0.37;0.1;/;/;/;/;HDR_E5702P0029N0001.INF;20210411;10:40;1;20251;1618;1137;64;67;837;251;0;0;0;0;3650;650;0;0;0;0;0.769;0.068;0;0;0;0;0;0;33;0.2;751;3.7;1991;9.8;4637;22.9;12798;63.2;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1247;344;1957;418;1144;312;114.1;17.4;0.44;0.089;0.03;0.006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2416;475;2912;594;10994;1718;2.867;0.681;0.806;0.631;0.445;0.363;1828;9;17393;85.9;1027;5.1;3;0;0;0;19565;96.6;597;2.9;82;0.4;7;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;40;61;1418;282;20136;99.4;115;0.6;0;0;0;0;0;0
90N_03;90N;90;0;3;14;Day 14;22.9;4;41.5;107.6;39.7;0.37;0.1;/;/;/;/;HDR_E5702P0029N0001.INF;20210411;10:40;2;31028;1112;1540;65;67;701;301;0;0;0;0;2724;821;0;0;0;0;0.739;0.107;0;0;0;0;0;0;679;2.2;4385;14.1;4432;14.3;6458;20.8;14745;47.5;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1011;261;1593;328;966;254;117.8;21.5;0.428;0.102;0.024;0.005;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1980;393;2373;501;8896;1849;2.799;0.618;0.781;0.566;0.194;0.27;2502;8.1;27716;89.3;806;2.6;3;0;0;0;30173;97.2;852;2.7;3;0;0;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;39;60;1139;380;30767;99.2;261;0.8;0;0;0;0;0;0
90N_03;90N;90;0;3;14;Day 14;22.9;4;41.5;107.6;39.7;0.37;0.1;/;/;/;/;HDR_E5702P0029N0001.INF;20210411;10:40;3;82482;525;1083;60;65;723;294;0;0;0;0;3024;813;0;0;0;0;0.756;0.107;0;0;0;0;0;0;1220;1.5;7084;8.6;10197;12.4;17301;21;45724;55.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1074;292;1737;336;976;273;113.9;17.7;0.465;0.098;0.027;0.005;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;2211;378;2805;444;10452;1551;2.777;0.642;1.061;0.61;0.263;0.32;8466;10.3;71796;87;2219;2.7;1;0;0;0;76621;92.9;5828;7.1;33;0;0;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;37;59;1273;365;81213;98.5;1269;1.5;0;0;0;0;0;0
90N_03;90N;90;0;3;14;Day 14;22.9;4;41.5;107.6;39.7;0.37;0.1;/;/;/;/;HDR_E5702P0029N0001.INF;20210411;10:40;4;7412;967;1286;64;66;897;440;0;0;0;0;3731;1541;0;0;0;0;0.76;0.088;0;0;0;0;0;0;70;0.9;412;5.6;802;10.8;1899;25.6;4127;55.7;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1790;826;2737;1049;1178;507;98.7;21.3;0.567;0.127;0.042;0.016;48;0.6;0;0;292;3.9;30;0.4;0;0;1;0;0;0;0;0;0;0;0;0;3323;1183;4405;1536;11985;4304;1.798;0.685;0.955;0.56;0.214;0.27;4342;58.6;3064;41.3;6;0.1;0;0;0;0;7065;95.3;345;4.7;2;0;0;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;42;61;1646;718;4861;65.6;2551;34.4;0;0;0;0;0;0
25N_04;25N;25;0;4;14;Day 14;24.2;3;33;73;24.3;0.33;0.15;/;/;/;/;HDR_E5702P0030N0001.INF;20210411;10:41;All;162594;894;1094;67;68;825;328;0;0;0;0;3000;791;0;0;0;0;0.723;0.103;0;0;0;0;0;0;3406;2.1;30842;19;27012;16.6;34696;21.3;65332;40.2;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1770;546;2566;670;1506;378;108;26.1;0.424;0.092;0.039;0.01;0;0;9;0;1301;0.8;0;0;9;0;33;0;2;0;7;0;2;0;5;0;3069;768;3733;961;9905;1744;1.746;0.541;0.681;1.057;0.137;0.161;110389;67.9;52168;32.1;37;0;0;0;0;0;156602;96.3;2969;1.8;1108;0.7;787;0.5;483;0.3;5992176;100;528;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;38;59;1468;488;140294;86.3;22300;13.7;0;0;0;0;0;0
25N_04;25N;25;0;4;14;Day 14;24.2;3;33;73;24.3;0.33;0.15;/;/;/;/;HDR_E5702P0030N0001.INF;20210411;10:41;1;17346;1625;971;70;69;642;287;0;0;0;0;2731;759;0;0;0;0;0.764;0.101;0;0;0;0;0;0;213;1.2;1369;7.9;2014;11.6;3510;20.2;10022;57.8;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1360;469;1927;424;1317;292;120.4;35;0.373;0.094;0.03;0.007;0;0;0;0;11;0.1;0;0;0;0;6;0;0;0;0;0;0;0;0;0;2266;482;2897;893;9069;1913;2.232;0.565;0.863;0.886;0.383;0.327;4969;28.6;12357;71.2;20;0.1;0;0;0;0;15900;91.7;1161;6.7;264;1.5;19;0.1;2;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;38;59;1158;390;17066;98.4;280;1.6;0;0;0;0;0;0
25N_04;25N;25;0;4;14;Day 14;24.2;3;33;73;24.3;0.33;0.15;/;/;/;/;HDR_E5702P0030N0001.INF;20210411;10:41;2;50355;890;1304;68;68;882;277;0;0;0;0;3550;711;0;0;0;0;0.75;0.076;0;0;0;0;0;0;251;0.5;3288;6.5;7407;14.7;13587;27;25622;50.9;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1511;283;2234;341;1378;280;112.4;17.9;0.398;0.087;0.034;0.005;0;0;0;0;4;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;2726;390;3314;485;10131;1588;2.078;0.43;0.674;0.383;0.168;0.244;20817;41.3;29527;58.6;11;0;0;0;0;0;50261;99.8;93;0.2;0;0;0;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;40;60;1653;397;41415;82.2;8940;17.8;0;0;0;0;0;0
25N_04;25N;25;0;4;14;Day 14;24.2;3;33;73;24.3;0.33;0.15;/;/;/;/;HDR_E5702P0030N0001.INF;20210411;10:41;3;80879;671;1006;66;68;867;340;0;0;0;0;2821;647;0;0;0;0;0.693;0.108;0;0;0;0;0;0;2737;3.4;24171;29.9;15454;19.1;14976;18.5;23003;28.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1949;488;2934;573;1624;351;106.9;15;0.448;0.079;0.045;0.009;0;0;3;0;1113;1.4;0;0;3;0;3;0;0;0;0;0;0;0;1;0;3530;610;4047;845;9902;1538;1.5;0.389;0.362;0.269;0.217;0.26;72769;90;8106;10;4;0;0;0;0;0;80878;100;1;0;0;0;0;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;37;58;1491;493;67934;84;12945;16;0;0;0;0;0;0
90N_04;90N;90;0;4;14;Day 14;27.6;4;33.1;107.7;30.1;0.28;0.13;/;/;/;/;HDR_E5702P0031N0001.INF;20210411;10:41;All;230987;741;995;62;66;837;357;0;0;0;0;3370;1040;0;0;0;0;0.75;0.094;0;0;0;0;0;0;2275;1;17748;7.7;32992;14.3;58028;25.1;118193;51.2;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1584;850;2401;1006;1227;552;106;21.1;0.492;0.123;0.037;0.015;755;0.3;0;0;6793;2.9;21;0;0;0;22;0;0;0;1;0;0;0;1;0;2945;1097;3934;1626;11202;2806;2.04;0.716;0.971;0.625;0.151;0.183;111861;48.4;118176;51.2;940;0.4;8;0;1;0;221271;95.8;8378;3.6;1210;0.5;104;0;15;0;5992216;100;488;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;38;60;1598;643;186525;80.8;43150;18.7;1312;0.6;0;0;0;0
90N_04;90N;90;0;4;14;Day 14;27.6;4;33.1;107.7;30.1;0.28;0.13;/;/;/;/;HDR_E5702P0031N0001.INF;20210411;10:41;1;8437;1599;849;63;66;564;324;0;0;0;0;2432;1026;0;0;0;0;0.769;0.113;0;0;0;0;0;0;156;1.8;755;8.9;931;11;1588;18.8;4713;55.9;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1116;336;1624;406;1052;284;118.1;27.7;0.383;0.117;0.025;0.006;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1949;479;2420;614;8037;2031;2.367;0.574;0.843;0.573;0.148;0.218;2070;24.5;6338;75.1;29;0.3;0;0;0;0;8153;96.6;283;3.4;1;0;0;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;41;61;956;464;8290;98.3;147;1.7;0;0;0;0;0;0
90N_04;90N;90;0;4;14;Day 14;27.6;4;33.1;107.7;30.1;0.28;0.13;/;/;/;/;HDR_E5702P0031N0001.INF;20210411;10:41;2;73173;773;1174;63;67;897;262;0;0;0;0;3657;611;0;0;0;0;0.753;0.069;0;0;0;0;0;0;129;0.2;4320;5.9;10113;13.8;19502;26.7;38957;53.2;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1286;372;1960;418;1200;357;114.9;18;0.416;0.094;0.03;0.006;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;2450;448;3058;554;10914;1442;2.637;0.562;0.921;0.524;0.28;0.325;8240;11.3;64070;87.6;853;1.2;8;0;1;0;71014;97;2145;2.9;12;0;2;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;37;59;1591;337;66613;91;6560;9;0;0;0;0;0;0
90N_04;90N;90;0;4;14;Day 14;27.6;4;33.1;107.7;30.1;0.28;0.13;/;/;/;/;HDR_E5702P0031N0001.INF;20210411;10:41;3;71847;381;817;58;65;706;297;0;0;0;0;2933;752;0;0;0;0;0.759;0.094;0;0;0;0;0;0;488;0.7;6197;8.6;9584;13.3;15472;21.5;39393;54.8;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1260;281;2092;333;992;265;106.8;13.6;0.532;0.099;0.032;0.005;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2665;387;3495;471;10630;1429;2.072;0.471;0.989;0.489;0.22;0.292;31356;43.6;40477;56.3;14;0;0;0;0;0;69707;97;2139;3;1;0;0;0;0;0;;;;;;;;;;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;36;58;1370;432;65996;91.9;5851;8.1;0;0;0;0;0;0
